"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"7367","up",FALSE,0.073888012337741,6,1291,3,0.00232378001549187,0.5,"GO:0070417","GO:BP","cellular response to cold",16178,16604,"GO:0009409, GO:0033554"
"7368","up",FALSE,0.073888012337741,11,1291,4,0.00309837335398916,0.363636363636364,"GO:0090085","GO:BP","regulation of protein deubiquitination",16178,18532,"GO:0016579, GO:1903320"
"7369","up",FALSE,0.073888012337741,11,1291,4,0.00309837335398916,0.363636363636364,"GO:0090084","GO:BP","negative regulation of inclusion body assembly",16178,18531,"GO:0051129, GO:0070841, GO:0090083"
"7370","up",FALSE,0.073888012337741,11,1291,4,0.00309837335398916,0.363636363636364,"GO:0071044","GO:BP","histone mRNA catabolic process",16178,16940,"GO:0000956, GO:0008334"
"7371","up",FALSE,0.073888012337741,11,1291,4,0.00309837335398916,0.363636363636364,"GO:0039530","GO:BP","MDA-5 signaling pathway",16178,10144,"GO:0002753"
"7372","up",FALSE,0.073888012337741,11,1291,4,0.00309837335398916,0.363636363636364,"GO:0072497","GO:BP","mesenchymal stem cell differentiation",16178,17933,"GO:0048863"
"7373","up",FALSE,0.073888012337741,6,1291,3,0.00232378001549187,0.5,"GO:2000973","GO:BP","regulation of pro-B cell differentiation",16178,26908,"GO:0002328, GO:1905456"
"7374","up",FALSE,0.073888012337741,11,1291,4,0.00309837335398916,0.363636363636364,"GO:0042921","GO:BP","glucocorticoid receptor signaling pathway",16178,10795,"GO:0031958"
"7375","up",FALSE,0.073888012337741,61,1291,11,0.00852052672347018,0.180327868852459,"GO:2000736","GO:BP","regulation of stem cell differentiation",16178,26683,"GO:0045595, GO:0048863"
"7376","up",FALSE,0.073888012337741,53,1291,10,0.00774593338497289,0.188679245283019,"GO:0050810","GO:BP","regulation of steroid biosynthetic process",16178,13704,"GO:0006694, GO:0019218, GO:0046890"
"7377","up",FALSE,0.073888012337741,6,1291,3,0.00232378001549187,0.5,"GO:0046886","GO:BP","positive regulation of hormone biosynthetic process",16178,12831,"GO:0031328, GO:0032352, GO:0042446, GO:0046885"
"7378","up",FALSE,0.073888012337741,11,1291,4,0.00309837335398916,0.363636363636364,"GO:0031958","GO:BP","corticosteroid receptor signaling pathway",16178,7565,"GO:0030518"
"14924","up",FALSE,0.0739948199778015,73,644,12,0.0186335403726708,0.164383561643836,"WP:WP4216","WP","Chromosomal and microsatellite instability in colorectal cancer ",8286,364,"WP:000000"
"14925","up",FALSE,0.0739948199778015,73,644,12,0.0186335403726708,0.164383561643836,"WP:WP4655","WP","Cytosolic DNA sensing pathway",8286,480,"WP:000000"
"13486","up",FALSE,0.0751290300989735,244,820,30,0.0365853658536585,0.122950819672131,"REAC:R-HSA-8951664","REAC","Neddylation",10842,1511,"REAC:R-HSA-597592"
"7379","up",FALSE,0.0761901953088054,17,1291,5,0.00387296669248644,0.294117647058824,"GO:1903861","GO:BP","positive regulation of dendrite extension",16178,23942,"GO:0030307, GO:0048639, GO:0097484, GO:1903859"
"7380","up",FALSE,0.0761901953088054,17,1291,5,0.00387296669248644,0.294117647058824,"GO:0010587","GO:BP","miRNA catabolic process",16178,4285,"GO:0010586, GO:0034661"
"7381","up",FALSE,0.0761901953088054,17,1291,5,0.00387296669248644,0.294117647058824,"GO:0060324","GO:BP","face development",16178,15002,"GO:0048856, GO:0060322"
"7382","up",FALSE,0.0761901953088054,17,1291,5,0.00387296669248644,0.294117647058824,"GO:1902254","GO:BP","negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator",16178,22692,"GO:0072332, GO:1901797, GO:1902253, GO:2001243"
"7383","up",FALSE,0.0761901953088054,17,1291,5,0.00387296669248644,0.294117647058824,"GO:0030204","GO:BP","chondroitin sulfate metabolic process",16178,6950,"GO:0006790, GO:0050654, GO:1903510"
"7384","up",FALSE,0.0761901953088054,17,1291,5,0.00387296669248644,0.294117647058824,"GO:0051154","GO:BP","negative regulation of striated muscle cell differentiation",16178,13978,"GO:0051146, GO:0051148, GO:0051153"
"7385","up",FALSE,0.0761901953088054,17,1291,5,0.00387296669248644,0.294117647058824,"GO:0046426","GO:BP","negative regulation of receptor signaling pathway via JAK-STAT",16178,12541,"GO:0007259, GO:0046425, GO:1904893"
"7387","up",FALSE,0.0761901953088054,17,1291,5,0.00387296669248644,0.294117647058824,"GO:0036499","GO:BP","PERK-mediated unfolded protein response",16178,9965,"GO:0006984, GO:0030968, GO:0140467"
"7388","up",FALSE,0.0761901953088054,17,1291,5,0.00387296669248644,0.294117647058824,"GO:0044804","GO:BP","nucleophagy",16178,11553,"GO:0016236"
"7389","up",FALSE,0.0764219830862502,114,1291,17,0.0131680867544539,0.149122807017544,"GO:0031333","GO:BP","negative regulation of protein-containing complex assembly",16178,7381,"GO:0043254, GO:0051129, GO:0065003"
"7390","up",FALSE,0.0764219830862502,96,1291,15,0.0116189000774593,0.15625,"GO:0048024","GO:BP","regulation of mRNA splicing, via spliceosome",16178,12898,"GO:0000398, GO:0043484, GO:0050684"
"13487","up",FALSE,0.0767420834490827,2,820,2,0.0024390243902439,1,"REAC:R-HSA-1483152","REAC","Hydrolysis of LPE",10842,1104,"REAC:R-HSA-1483206"
"13488","up",FALSE,0.0770018801790596,45,820,9,0.0109756097560976,0.2,"REAC:R-HSA-9024446","REAC","NR1H2 and NR1H3-mediated signaling",10842,1498,"REAC:R-HSA-9006931"
"13489","up",FALSE,0.0788186220209332,97,820,15,0.0182926829268293,0.154639175257732,"REAC:R-HSA-193704","REAC","p75 NTR receptor-mediated signalling",10842,2643,"REAC:R-HSA-73887"
"14926","up",FALSE,0.0790852100832256,12,644,4,0.0062111801242236,0.333333333333333,"WP:WP1425","WP","Bone morphogenic protein signaling and regulation",8286,16,"WP:000000"
"14927","up",FALSE,0.0794127304439937,74,644,12,0.0186335403726708,0.162162162162162,"WP:WP4674","WP","Head and neck squamous cell carcinoma",8286,489,"WP:000000"
"14928","up",FALSE,0.0794127304439937,74,644,12,0.0186335403726708,0.162162162162162,"WP:WP2037","WP","Prolactin signaling pathway",8286,70,"WP:000000"
"7391","up",FALSE,0.080091779857966,210,1291,27,0.0209140201394268,0.128571428571429,"GO:0048568","GO:BP","embryonic organ development",16178,13265,"GO:0009790, GO:0048513"
"7392","up",FALSE,0.080091779857966,210,1291,27,0.0209140201394268,0.128571428571429,"GO:0051091","GO:BP","positive regulation of DNA-binding transcription factor activity",16178,13925,"GO:0044093, GO:0051090"
"7393","up",FALSE,0.080091779857966,171,1291,23,0.0178156467854376,0.134502923976608,"GO:0000724","GO:BP","double-strand break repair via homologous recombination",16178,205,"GO:0000725, GO:0006302"
"14929","up",FALSE,0.0804786907461104,57,644,10,0.015527950310559,0.175438596491228,"WP:WP2849","WP","Hematopoietic stem cell differentiation",8286,162,"WP:000000"
"14930","up",FALSE,0.0804786907461104,57,644,10,0.015527950310559,0.175438596491228,"WP:WP4879","WP","Overlap between signal transduction pathways contributing to LMNA laminopathies",8286,557,"WP:000000"
"7395","up",FALSE,0.0812855882086509,426,1291,48,0.0371804802478699,0.112676056338028,"GO:0007346","GO:BP","regulation of mitotic cell cycle",16178,2889,"GO:0000278, GO:0051726"
"7396","up",FALSE,0.0812855882086509,46,1291,9,0.0069713400464756,0.195652173913043,"GO:0001823","GO:BP","mesonephros development",16178,485,"GO:0001822"
"7397","up",FALSE,0.0813817678556436,181,1291,24,0.0185902401239349,0.132596685082873,"GO:0007517","GO:BP","muscle organ development",16178,3033,"GO:0048513, GO:0061061"
"7398","up",FALSE,0.0813817678556436,54,1291,10,0.00774593338497289,0.185185185185185,"GO:0045071","GO:BP","negative regulation of viral genome replication",16178,11658,"GO:0019079, GO:0045069, GO:0048525"
"14931","up",FALSE,0.0814361685287799,33,644,7,0.0108695652173913,0.212121212121212,"WP:WP3298","WP","Melatonin metabolism and effects",8286,204,"WP:000000"
"14932","up",FALSE,0.0814361685287799,33,644,7,0.0108695652173913,0.212121212121212,"WP:WP4874","WP","CAMKK2 pathway",8286,553,"WP:000000"
"7400","up",FALSE,0.0823571056183181,31,1291,7,0.00542215336948102,0.225806451612903,"GO:0031571","GO:BP","mitotic G1 DNA damage checkpoint signaling",16178,7482,"GO:0044773, GO:0044819"
"7401","up",FALSE,0.0823571056183181,31,1291,7,0.00542215336948102,0.225806451612903,"GO:0032435","GO:BP","negative regulation of proteasomal ubiquitin-dependent protein catabolic process",16178,7836,"GO:0032434, GO:0043161, GO:1901799, GO:2000059"
"7402","up",FALSE,0.0823571056183181,31,1291,7,0.00542215336948102,0.225806451612903,"GO:0045066","GO:BP","regulatory T cell differentiation",16178,11653,"GO:0030217"
"7403","up",FALSE,0.0823571056183181,97,1291,15,0.0116189000774593,0.154639175257732,"GO:1901800","GO:BP","positive regulation of proteasomal protein catabolic process",16178,22278,"GO:0010498, GO:0045732, GO:0061136, GO:1903052"
"7404","up",FALSE,0.0823571056183181,31,1291,7,0.00542215336948102,0.225806451612903,"GO:0060675","GO:BP","ureteric bud morphogenesis",16178,15323,"GO:0001657, GO:0072171"
"7405","up",FALSE,0.0823571056183181,31,1291,7,0.00542215336948102,0.225806451612903,"GO:0044819","GO:BP","mitotic G1/S transition checkpoint signaling",16178,11563,"GO:0007093, GO:2000134"
"7406","up",FALSE,0.0827406290107259,24,1291,6,0.00464756003098373,0.25,"GO:0045665","GO:BP","negative regulation of neuron differentiation",16178,11912,"GO:0030182, GO:0045596, GO:0045664"
"7407","up",FALSE,0.0827406290107259,448,1291,50,0.0387296669248644,0.111607142857143,"GO:0030335","GO:BP","positive regulation of cell migration",16178,7018,"GO:0016477, GO:0030334, GO:2000147"
"7408","up",FALSE,0.0827406290107259,24,1291,6,0.00464756003098373,0.25,"GO:0036037","GO:BP","CD8-positive, alpha-beta T cell activation",16178,9726,"GO:0046631"
"7409","up",FALSE,0.0827406290107259,24,1291,6,0.00464756003098373,0.25,"GO:1903055","GO:BP","positive regulation of extracellular matrix organization",16178,23309,"GO:0030198, GO:0051130, GO:1903053"
"14933","up",FALSE,0.0832455641009042,75,644,12,0.0186335403726708,0.16,"WP:WP69","WP","T cell receptor signaling pathway",8286,824,"WP:000000"
"7410","up",FALSE,0.083591179469012,251,1291,31,0.024012393493416,0.123505976095618,"GO:0002009","GO:BP","morphogenesis of an epithelium",16178,618,"GO:0048729, GO:0060429"
"14934","up",FALSE,0.084532417717184,26,644,6,0.0093167701863354,0.230769230769231,"WP:WP5216","WP","Warburg effect modulated by deubiquitinating enzymes and their substrates",8286,703,"WP:000000"
"14935","up",FALSE,0.084532417717184,7,644,3,0.0046583850931677,0.428571428571429,"WP:WP4876","WP","Activation of NLRP3 inflammasome by SARS CoV 2",8286,555,"WP:000000"
"14936","up",FALSE,0.084532417717184,151,644,20,0.031055900621118,0.132450331125828,"WP:WP4666","WP","Hepatitis B infection",8286,487,"WP:000000"
"13491","up",FALSE,0.0847279178046761,71,820,12,0.0146341463414634,0.169014084507042,"REAC:R-HSA-448424","REAC","Interleukin-17 signaling",10842,1204,"REAC:R-HSA-449147"
"7412","up",FALSE,0.0859697006802225,282,1291,34,0.0263361735089078,0.120567375886525,"GO:0001501","GO:BP","skeletal system development",16178,323,"GO:0048731"
"13492","up",FALSE,0.0863305663926243,46,820,9,0.0109756097560976,0.195652173913043,"REAC:R-HSA-2122947","REAC","NOTCH1 Intracellular Domain Regulates Transcription",10842,1484,"REAC:R-HSA-1980143"
"7413","up",FALSE,0.0866343054213828,80,1291,13,0.0100697134004648,0.1625,"GO:0030218","GO:BP","erythrocyte differentiation",16178,6963,"GO:0030099, GO:0034101"
"7414","up",FALSE,0.0866343054213828,80,1291,13,0.0100697134004648,0.1625,"GO:0090398","GO:BP","cellular senescence",16178,18801,"GO:0033554, GO:0044237"
"7415","up",FALSE,0.0866343054213828,272,1291,33,0.0255615801704105,0.121323529411765,"GO:0002696","GO:BP","positive regulation of leukocyte activation",16178,1221,"GO:0002684, GO:0002694, GO:0045321, GO:0050867"
"7416","up",FALSE,0.0873434538104725,63,1291,11,0.00852052672347018,0.174603174603175,"GO:0008625","GO:BP","extrinsic apoptotic signaling pathway via death domain receptors",16178,3250,"GO:0097191"
"7417","up",FALSE,0.0873449092368481,144,1291,20,0.0154918667699458,0.138888888888889,"GO:0048872","GO:BP","homeostasis of number of cells",16178,13540,"GO:0048871"
"7418","up",FALSE,0.087350932539796,116,1291,17,0.0131680867544539,0.146551724137931,"GO:1903322","GO:BP","positive regulation of protein modification by small protein conjugation or removal",16178,23495,"GO:0070647, GO:1901875, GO:1903320"
"7419","up",FALSE,0.0881918735139193,355,1291,41,0.0317583268783888,0.115492957746479,"GO:0016049","GO:BP","cell growth",16178,5141,"GO:0009987, GO:0040007"
"7420","up",FALSE,0.0883909825746493,39,1291,8,0.00619674670797831,0.205128205128205,"GO:0071230","GO:BP","cellular response to amino acid stimulus",16178,16990,"GO:0043200, GO:0071229, GO:0071417, GO:1901701"
"7421","up",FALSE,0.0885146779846059,98,1291,15,0.0116189000774593,0.153061224489796,"GO:0070828","GO:BP","heterochromatin organization",16178,16822,"GO:0006338"
"13493","up",FALSE,0.0887009639681167,11,820,4,0.0048780487804878,0.363636363636364,"REAC:R-HSA-2468052","REAC","Establishment of Sister Chromatid Cohesion",10842,834,"REAC:R-HSA-69242"
"13494","up",FALSE,0.0890903346694224,63,820,11,0.0134146341463415,0.174603174603175,"REAC:R-HSA-450294","REAC","MAP kinase activation",10842,1307,"REAC:R-HSA-166058, REAC:R-HSA-168164, REAC:R-HSA-448424, REAC:R-HSA-937061, REAC:R-HSA-975138, REAC:R-HSA-975871"
"7422","up",FALSE,0.0896130560205028,55,1291,10,0.00774593338497289,0.181818181818182,"GO:0043500","GO:BP","muscle adaptation",16178,11094,"GO:0003012, GO:0050896"
"7423","up",FALSE,0.0896130560205028,55,1291,10,0.00774593338497289,0.181818181818182,"GO:0070059","GO:BP","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress",16178,16390,"GO:0034976, GO:0097193"
"7424","up",FALSE,0.0902982076561518,47,1291,9,0.0069713400464756,0.191489361702128,"GO:0001656","GO:BP","metanephros development",16178,375,"GO:0001822"
"7425","up",FALSE,0.0902982076561518,47,1291,9,0.0069713400464756,0.191489361702128,"GO:0032720","GO:BP","negative regulation of tumor necrosis factor production",16178,8041,"GO:0032640, GO:0032680, GO:1903556"
"7426","up",FALSE,0.0912402197123966,398,1291,45,0.034856700232378,0.113065326633166,"GO:0071417","GO:BP","cellular response to organonitrogen compound",16178,17169,"GO:0010243, GO:0071310, GO:0071495, GO:1901699"
"7427","up",FALSE,0.0912402197123966,253,1291,31,0.024012393493416,0.122529644268775,"GO:0001503","GO:BP","ossification",16178,325,"GO:0032501"
"7428","up",FALSE,0.0916111079732086,243,1291,30,0.0232378001549187,0.123456790123457,"GO:0051098","GO:BP","regulation of binding",16178,13932,"GO:0065009"
"7429","up",FALSE,0.0916168029270821,164,1291,22,0.0170410534469404,0.134146341463415,"GO:0001659","GO:BP","temperature homeostasis",16178,378,"GO:0048871"
"7430","up",FALSE,0.0923241878980502,174,1291,23,0.0178156467854376,0.132183908045977,"GO:0051146","GO:BP","striated muscle cell differentiation",16178,13970,"GO:0042692"
"7431","up",FALSE,0.0923241878980502,18,1291,5,0.00387296669248644,0.277777777777778,"GO:0071359","GO:BP","cellular response to dsRNA",16178,17111,"GO:0043331, GO:0071407, GO:1901699"
"7432","up",FALSE,0.0923241878980502,18,1291,5,0.00387296669248644,0.277777777777778,"GO:1903859","GO:BP","regulation of dendrite extension",16178,23940,"GO:0001558, GO:0022604, GO:0048638, GO:0097484"
"7433","up",FALSE,0.0923241878980502,18,1291,5,0.00387296669248644,0.277777777777778,"GO:0060037","GO:BP","pharyngeal system development",16178,14765,"GO:0043009, GO:0048731"
"7434","up",FALSE,0.0923241878980502,18,1291,5,0.00387296669248644,0.277777777777778,"GO:0018394","GO:BP","peptidyl-lysine acetylation",16178,5580,"GO:0006473, GO:0018205"
"7435","up",FALSE,0.0923241878980502,18,1291,5,0.00387296669248644,0.277777777777778,"GO:1901983","GO:BP","regulation of protein acetylation",16178,22452,"GO:0006473, GO:0031399"
"7436","up",FALSE,0.0923241878980502,18,1291,5,0.00387296669248644,0.277777777777778,"GO:0060392","GO:BP","negative regulation of SMAD protein signal transduction",16178,15065,"GO:0060390, GO:0060395, GO:0090101, GO:1902532"
"7437","up",FALSE,0.0923241878980502,18,1291,5,0.00387296669248644,0.277777777777778,"GO:0042733","GO:BP","embryonic digit morphogenesis",16178,10681,"GO:0030326, GO:0048598"
"7438","up",FALSE,0.0923241878980502,18,1291,5,0.00387296669248644,0.277777777777778,"GO:0010566","GO:BP","regulation of ketone biosynthetic process",16178,4268,"GO:0010565, GO:0031326, GO:0042181"
"7439","up",FALSE,0.0923241878980502,18,1291,5,0.00387296669248644,0.277777777777778,"GO:0046676","GO:BP","negative regulation of insulin secretion",16178,12713,"GO:0030073, GO:0050709, GO:0050796, GO:0090278"
"7440","up",FALSE,0.0923241878980502,18,1291,5,0.00387296669248644,0.277777777777778,"GO:0090308","GO:BP","regulation of DNA methylation-dependent heterochromatin formation",16178,18720,"GO:0006346, GO:0031445"
"7441","up",FALSE,0.0923241878980502,174,1291,23,0.0178156467854376,0.132183908045977,"GO:0045732","GO:BP","positive regulation of protein catabolic process",16178,11969,"GO:0009896, GO:0030163, GO:0042176, GO:0051247"
"7442","up",FALSE,0.0923241878980502,18,1291,5,0.00387296669248644,0.277777777777778,"GO:0014009","GO:BP","glial cell proliferation",16178,4640,"GO:0008283, GO:0042063"
"7443","up",FALSE,0.0926817825270865,81,1291,13,0.0100697134004648,0.160493827160494,"GO:0071901","GO:BP","negative regulation of protein serine/threonine kinase activity",16178,17479,"GO:0006469, GO:0071900"
"7445","up",FALSE,0.0932908333696413,108,1291,16,0.0123934934159566,0.148148148148148,"GO:1905037","GO:BP","autophagosome organization",16178,24950,"GO:0007033, GO:0016236"
"7446","up",FALSE,0.0932908333696413,264,1291,32,0.0247869868319132,0.121212121212121,"GO:0010631","GO:BP","epithelial cell migration",16178,4327,"GO:0001667, GO:0090132"
"7447","up",FALSE,0.0933287699316036,32,1291,7,0.00542215336948102,0.21875,"GO:0070741","GO:BP","response to interleukin-6",16178,16776,"GO:0034097"
"7448","up",FALSE,0.0934621850905692,90,1291,14,0.010844306738962,0.155555555555556,"GO:0048525","GO:BP","negative regulation of viral process",16178,13233,"GO:0016032, GO:0048519, GO:0050792"
"7449","up",FALSE,0.0934621850905692,90,1291,14,0.010844306738962,0.155555555555556,"GO:0045664","GO:BP","regulation of neuron differentiation",16178,11911,"GO:0030182, GO:0045595"
"7450","up",FALSE,0.093540526642524,99,1291,15,0.0116189000774593,0.151515151515152,"GO:0009952","GO:BP","anterior/posterior pattern specification",16178,3828,"GO:0003002"
"7451","up",FALSE,0.0940751706077017,12,1291,4,0.00309837335398916,0.333333333333333,"GO:1901985","GO:BP","positive regulation of protein acetylation",16178,22454,"GO:0006473, GO:0031401, GO:1901983"
"7452","up",FALSE,0.0940751706077017,12,1291,4,0.00309837335398916,0.333333333333333,"GO:0036490","GO:BP","regulation of translation in response to endoplasmic reticulum stress",16178,9956,"GO:0034976, GO:0043555"
"7453","up",FALSE,0.0940751706077017,12,1291,4,0.00309837335398916,0.333333333333333,"GO:0043201","GO:BP","response to leucine",16178,10928,"GO:0043200"
"7454","up",FALSE,0.0940751706077017,12,1291,4,0.00309837335398916,0.333333333333333,"GO:0071233","GO:BP","cellular response to leucine",16178,16993,"GO:0043201, GO:0071230"
"7455","up",FALSE,0.0940751706077017,12,1291,4,0.00309837335398916,0.333333333333333,"GO:0098840","GO:BP","protein transport along microtubule",16178,19460,"GO:0006886, GO:0010970, GO:0099118"
"7456","up",FALSE,0.0940751706077017,295,1291,35,0.0271107668474051,0.11864406779661,"GO:0006302","GO:BP","double-strand break repair",16178,2130,"GO:0006281"
"7457","up",FALSE,0.0940751706077017,12,1291,4,0.00309837335398916,0.333333333333333,"GO:0140627","GO:BP","ubiquitin-dependent protein catabolic process via the C-end degron rule pathway",16178,20403,"GO:0043161"
"7458","up",FALSE,0.0940751706077017,12,1291,4,0.00309837335398916,0.333333333333333,"GO:0002902","GO:BP","regulation of B cell apoptotic process",16178,1419,"GO:0001783, GO:0070228"
"7459","up",FALSE,0.0940751706077017,12,1291,4,0.00309837335398916,0.333333333333333,"GO:0099118","GO:BP","microtubule-based protein transport",16178,19600,"GO:0007017, GO:0015031, GO:0099111"
"7460","up",FALSE,0.0944545490820217,165,1291,22,0.0170410534469404,0.133333333333333,"GO:0099111","GO:BP","microtubule-based transport",16178,19595,"GO:0006810"
"14937","up",FALSE,0.0949019087018015,13,644,4,0.0062111801242236,0.307692307692308,"WP:WP4919","WP","Neuroinflammation",8286,570,"WP:000000"
"7461","up",FALSE,0.0955063098580166,25,1291,6,0.00464756003098373,0.24,"GO:1904888","GO:BP","cranial skeletal system development",16178,24826,"GO:0048856"
"7462","up",FALSE,0.0960208720770571,175,1291,23,0.0178156467854376,0.131428571428571,"GO:0000725","GO:BP","recombinational repair",16178,206,"GO:0006281, GO:0006310"
"13496","up",FALSE,0.0963003743509002,39,820,8,0.00975609756097561,0.205128205128205,"REAC:R-HSA-186712","REAC","Regulation of beta-cell development",10842,1960,"REAC:R-HSA-1266738"
"7463","up",FALSE,0.0974653871324199,40,1291,8,0.00619674670797831,0.2,"GO:1905953","GO:BP","negative regulation of lipid localization",16178,25704,"GO:0010876, GO:0048519, GO:1905952"
"7464","up",FALSE,0.0974653871324199,40,1291,8,0.00619674670797831,0.2,"GO:0031960","GO:BP","response to corticosteroid",16178,7567,"GO:0048545"
"7465","up",FALSE,0.0974653871324199,40,1291,8,0.00619674670797831,0.2,"GO:0061333","GO:BP","renal tubule morphogenesis",16178,15897,"GO:0060562, GO:0061326"
"7466","up",FALSE,0.0974653871324199,40,1291,8,0.00619674670797831,0.2,"GO:0003281","GO:BP","ventricular septum development",16178,1714,"GO:0003231, GO:0003279"
"13497","up",FALSE,0.0979084633665917,64,820,11,0.0134146341463415,0.171875,"REAC:R-HSA-6802952","REAC","Signaling by BRAF and RAF1 fusions",10842,2157,"REAC:R-HSA-6802957"
"7467","up",FALSE,0.0980343470794491,235,1291,29,0.0224632068164214,0.123404255319149,"GO:0050678","GO:BP","regulation of epithelial cell proliferation",16178,13641,"GO:0042127, GO:0050673"
"7468","up",FALSE,0.0982177738929211,48,1291,9,0.0069713400464756,0.1875,"GO:0030879","GO:BP","mammary gland development",16178,7186,"GO:0048732"
"7469","up",FALSE,0.0982177738929211,225,1291,28,0.0216886134779241,0.124444444444444,"GO:1901988","GO:BP","negative regulation of cell cycle phase transition",16178,22457,"GO:0010948, GO:0044770, GO:1901987"
"7470","up",FALSE,0.0985936456859818,109,1291,16,0.0123934934159566,0.146788990825688,"GO:0007219","GO:BP","Notch signaling pathway",16178,2806,"GO:0007166"
"7471","up",FALSE,0.0987820649238376,380,1291,43,0.0333075135553834,0.113157894736842,"GO:0043086","GO:BP","negative regulation of catalytic activity",16178,10869,"GO:0044092, GO:0050790"
"7472","up",FALSE,0.0989227130079444,82,1291,13,0.0100697134004648,0.158536585365854,"GO:0003206","GO:BP","cardiac chamber morphogenesis",16178,1645,"GO:0003007, GO:0003205, GO:0009653"
"7473","up",FALSE,0.0994786200379967,100,1291,15,0.0116189000774593,0.15,"GO:0038061","GO:BP","non-canonical NF-kappaB signal transduction",16178,10019,"GO:0141124"
"7474","up",FALSE,0.0996467359836254,91,1291,14,0.010844306738962,0.153846153846154,"GO:1903432","GO:BP","regulation of TORC1 signaling",16178,23592,"GO:0032006, GO:0038202"
"7475","up",FALSE,0.099991093604573,266,1291,32,0.0247869868319132,0.120300751879699,"GO:0090132","GO:BP","epithelium migration",16178,18573,"GO:0090130"
"7476","up",FALSE,0.100018520830626,391,1291,44,0.0340821068938807,0.112531969309463,"GO:0007264","GO:BP","small GTPase-mediated signal transduction",16178,2825,"GO:0141124"
"14938","up",FALSE,0.101347654359552,20,644,5,0.0077639751552795,0.25,"WP:WP5331","WP","Autophagy in pancreatic ductal adenocarcinoma",8286,757,"WP:000000"
"14939","up",FALSE,0.101347654359552,87,644,13,0.0201863354037267,0.149425287356322,"WP:WP2840","WP","Hair follicle development cytodifferentiation part 3 of 3",8286,159,"WP:000000"
"14940","up",FALSE,0.101347654359552,60,644,10,0.015527950310559,0.166666666666667,"WP:WP5053","WP","Development of ureteric collection system",8286,614,"WP:000000"
"14941","up",FALSE,0.101347654359552,115,644,16,0.0248447204968944,0.139130434782609,"WP:WP2431","WP","Spinal cord injury",8286,113,"WP:000000"
"7477","up",FALSE,0.102129231022357,65,1291,11,0.00852052672347018,0.169230769230769,"GO:0003170","GO:BP","heart valve development",16178,1609,"GO:0007507, GO:0048856"
"13498","up",FALSE,0.102942635722434,359,820,40,0.0487804878048781,0.11142061281337,"REAC:R-HSA-3700989","REAC","Transcriptional Regulation by TP53",10842,2472,"REAC:R-HSA-212436"
"7478","up",FALSE,0.103508936497792,157,1291,21,0.0162664601084431,0.133757961783439,"GO:0033673","GO:BP","negative regulation of kinase activity",16178,8628,"GO:0042326, GO:0043549, GO:0051348"
"7479","up",FALSE,0.104934965200371,288,1291,34,0.0263361735089078,0.118055555555556,"GO:0000375","GO:BP","RNA splicing, via transesterification reactions",16178,109,"GO:0008380"
"7480","up",FALSE,0.104934965200371,7,1291,3,0.00232378001549187,0.428571428571429,"GO:0003162","GO:BP","atrioventricular node development",16178,1601,"GO:0003161, GO:0048738"
"7481","up",FALSE,0.104934965200371,7,1291,3,0.00232378001549187,0.428571428571429,"GO:1903753","GO:BP","negative regulation of p38MAPK cascade",16178,23855,"GO:0038066, GO:0043409, GO:1900744"
"7482","up",FALSE,0.104934965200371,7,1291,3,0.00232378001549187,0.428571428571429,"GO:0036491","GO:BP","regulation of translation initiation in response to endoplasmic reticulum stress",16178,9957,"GO:0036490, GO:0043558"
"7483","up",FALSE,0.104934965200371,74,1291,12,0.00929512006196747,0.162162162162162,"GO:0071322","GO:BP","cellular response to carbohydrate stimulus",16178,17078,"GO:0009743, GO:0071310, GO:1901701"
"7484","up",FALSE,0.104934965200371,33,1291,7,0.00542215336948102,0.212121212121212,"GO:0072171","GO:BP","mesonephric tubule morphogenesis",16178,17715,"GO:0072078, GO:0072164"
"7485","up",FALSE,0.104934965200371,7,1291,3,0.00232378001549187,0.428571428571429,"GO:0039533","GO:BP","regulation of MDA-5 signaling pathway",16178,10147,"GO:0039530, GO:0039531"
"7486","up",FALSE,0.104934965200371,7,1291,3,0.00232378001549187,0.428571428571429,"GO:0035912","GO:BP","dorsal aorta morphogenesis",16178,9657,"GO:0035907, GO:0035909"
"7487","up",FALSE,0.104934965200371,7,1291,3,0.00232378001549187,0.428571428571429,"GO:0035907","GO:BP","dorsal aorta development",16178,9652,"GO:0035904"
"7488","up",FALSE,0.104934965200371,7,1291,3,0.00232378001549187,0.428571428571429,"GO:0035507","GO:BP","regulation of myosin-light-chain-phosphatase activity",16178,9382,"GO:0043666"
"7489","up",FALSE,0.104934965200371,7,1291,3,0.00232378001549187,0.428571428571429,"GO:0061469","GO:BP","regulation of type B pancreatic cell proliferation",16178,15984,"GO:0044342, GO:0050678"
"7490","up",FALSE,0.104934965200371,33,1291,7,0.00542215336948102,0.212121212121212,"GO:1902175","GO:BP","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",16178,22619,"GO:0008631, GO:2001242"
"7491","up",FALSE,0.104934965200371,7,1291,3,0.00232378001549187,0.428571428571429,"GO:1904889","GO:BP","regulation of excitatory synapse assembly",16178,24827,"GO:0051963, GO:1904861"
