"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"613","down",FALSE,0.126548461271767,6,554,2,0.0036101083032491,0.333333333333333,"GO:1901994","GO:BP","negative regulation of meiotic cell cycle phase transition",16178,22463,"GO:0044771, GO:0051447, GO:1901988, GO:1901993"
"614","down",FALSE,0.126548461271767,6,554,2,0.0036101083032491,0.333333333333333,"GO:0070070","GO:BP","proton-transporting V-type ATPase complex assembly",16178,16392,"GO:0070071"
"615","down",FALSE,0.126548461271767,16,554,3,0.00541516245487365,0.1875,"GO:0061718","GO:BP","glucose catabolic process to pyruvate",16178,16119,"GO:0006007, GO:0006090"
"616","down",FALSE,0.126548461271767,6,554,2,0.0036101083032491,0.333333333333333,"GO:0036481","GO:BP","intrinsic apoptotic signaling pathway in response to hydrogen peroxide",16178,9949,"GO:0008631, GO:0010421"
"617","down",FALSE,0.126548461271767,483,554,26,0.0469314079422383,0.0538302277432712,"GO:0046700","GO:BP","heterocycle catabolic process",16178,12732,"GO:0044248, GO:0046483"
"618","down",FALSE,0.126548461271767,16,554,3,0.00541516245487365,0.1875,"GO:0070131","GO:BP","positive regulation of mitochondrial translation",16178,16424,"GO:0032543, GO:0045727, GO:0070129"
"619","down",FALSE,0.126753015422055,95,554,8,0.0144404332129964,0.0842105263157895,"GO:0002262","GO:BP","myeloid cell homeostasis",16178,801,"GO:0002376, GO:0048872"
"620","down",FALSE,0.126753015422055,95,554,8,0.0144404332129964,0.0842105263157895,"GO:0031398","GO:BP","positive regulation of protein ubiquitination",16178,7413,"GO:0016567, GO:0031396, GO:1903322"
"621","down",FALSE,0.126753015422055,133,554,10,0.0180505415162455,0.075187969924812,"GO:0010821","GO:BP","regulation of mitochondrion organization",16178,4486,"GO:0007005, GO:0033043"
"622","down",FALSE,0.126753015422055,133,554,10,0.0180505415162455,0.075187969924812,"GO:0051701","GO:BP","biological process involved in interaction with host",16178,14356,"GO:0044403"
"623","down",FALSE,0.12760087453025,29,554,4,0.0072202166064982,0.137931034482759,"GO:0019692","GO:BP","deoxyribose phosphate metabolic process",16178,6215,"GO:0006796, GO:0019637, GO:1901135"
"624","down",FALSE,0.12760087453025,29,554,4,0.0072202166064982,0.137931034482759,"GO:0014808","GO:BP","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum",16178,4746,"GO:0070296, GO:1903514"
"625","down",FALSE,0.12760087453025,29,554,4,0.0072202166064982,0.137931034482759,"GO:0009394","GO:BP","2'-deoxyribonucleotide metabolic process",16178,3500,"GO:0009262, GO:0019692"
"626","down",FALSE,0.12760087453025,29,554,4,0.0072202166064982,0.137931034482759,"GO:0006298","GO:BP","mismatch repair",16178,2128,"GO:0006281"
"627","down",FALSE,0.127968612016309,60,554,6,0.0108303249097473,0.1,"GO:0043903","GO:BP","regulation of biological process involved in symbiotic interaction",16178,11213,"GO:0044403, GO:0050789"
"6158","down",FALSE,0.128509417186789,22,366,4,0.0109289617486339,0.181818181818182,"WP:WP3580","WP","Methionine de novo and salvage pathway",8286,220,"WP:000000"
"628","down",FALSE,0.129374329458583,44,554,5,0.00902527075812274,0.113636363636364,"GO:0016444","GO:BP","somatic cell DNA recombination",16178,5286,"GO:0006310"
"629","down",FALSE,0.129374329458583,44,554,5,0.00902527075812274,0.113636363636364,"GO:0006509","GO:BP","membrane protein ectodomain proteolysis",16178,2260,"GO:0033619"
"630","down",FALSE,0.129374329458583,44,554,5,0.00902527075812274,0.113636363636364,"GO:0002562","GO:BP","somatic diversification of immune receptors via germline recombination within a single locus",16178,1090,"GO:0002200, GO:0016444"
"631","down",FALSE,0.131631209530467,348,554,20,0.036101083032491,0.0574712643678161,"GO:0034248","GO:BP","regulation of amide metabolic process",16178,8813,"GO:0043603, GO:0051171"
"5301","down",FALSE,0.134645629893079,33,451,4,0.00886917960088692,0.121212121212121,"REAC:R-HSA-5694530","REAC","Cargo concentration in the ER",10842,301,"REAC:R-HSA-199977"
"632","down",FALSE,0.13537204223895,282,554,17,0.0306859205776173,0.0602836879432624,"GO:0006790","GO:BP","sulfur compound metabolic process",16178,2504,"GO:0044237"
"634","down",FALSE,0.136486182022848,61,554,6,0.0108303249097473,0.0983606557377049,"GO:0070527","GO:BP","platelet aggregation",16178,16662,"GO:0030168, GO:0034109"
"635","down",FALSE,0.136486182022848,155,554,11,0.01985559566787,0.0709677419354839,"GO:0036293","GO:BP","response to decreased oxygen levels",16178,9871,"GO:0070482"
"5302","down",FALSE,0.138762977656575,20,451,3,0.00665188470066519,0.15,"REAC:R-HSA-9687136","REAC","Aberrant regulation of mitotic exit in cancer due to RB1 defects",10842,46,"REAC:R-HSA-9687139"
"636","down",FALSE,0.138780684120861,97,554,8,0.0144404332129964,0.0824742268041237,"GO:0033108","GO:BP","mitochondrial respiratory chain complex assembly",16178,8322,"GO:0007005, GO:0065003"
"637","down",FALSE,0.138780684120861,97,554,8,0.0144404332129964,0.0824742268041237,"GO:0034440","GO:BP","lipid oxidation",16178,8930,"GO:0030258"
"5303","down",FALSE,0.138796422964346,132,451,10,0.0221729490022173,0.0757575757575758,"REAC:R-HSA-162599","REAC","Late Phase of HIV Life Cycle",10842,1269,"REAC:R-HSA-162587"
"5304","down",FALSE,0.138796422964346,80,451,7,0.0155210643015521,0.0875,"REAC:R-HSA-674695","REAC","RNA Polymerase II Pre-transcription Events",10842,1837,"REAC:R-HSA-73857"
"638","down",FALSE,0.138905034588965,116,554,9,0.0162454873646209,0.0775862068965517,"GO:0032434","GO:BP","regulation of proteasomal ubiquitin-dependent protein catabolic process",16178,7835,"GO:0043161, GO:0061136, GO:2000058"
"5305","down",FALSE,0.139066100044918,97,451,8,0.0177383592017738,0.0824742268041237,"REAC:R-HSA-5693607","REAC","Processing of DNA double-strand break ends",10842,1748,"REAC:R-HSA-5693567"
"639","down",FALSE,0.139557026999143,30,554,4,0.0072202166064982,0.133333333333333,"GO:0010644","GO:BP","cell communication by electrical coupling",16178,4340,"GO:0007154"
"640","down",FALSE,0.139557026999143,30,554,4,0.0072202166064982,0.133333333333333,"GO:0048199","GO:BP","vesicle targeting, to, from or within Golgi",16178,12998,"GO:0006903, GO:0048193"
"641","down",FALSE,0.139557026999143,30,554,4,0.0072202166064982,0.133333333333333,"GO:1903514","GO:BP","release of sequestered calcium ion into cytosol by endoplasmic reticulum",16178,23653,"GO:0051209"
"642","down",FALSE,0.139557026999143,30,554,4,0.0072202166064982,0.133333333333333,"GO:0009262","GO:BP","deoxyribonucleotide metabolic process",16178,3464,"GO:0009117, GO:1901135"
"643","down",FALSE,0.139557026999143,45,554,5,0.00902527075812274,0.111111111111111,"GO:0051452","GO:BP","intracellular pH reduction",16178,14168,"GO:0051453"
"644","down",FALSE,0.140069511070522,156,554,11,0.01985559566787,0.0705128205128205,"GO:0032259","GO:BP","methylation",16178,7717,"GO:0008152"
"645","down",FALSE,0.140069511070522,156,554,11,0.01985559566787,0.0705128205128205,"GO:0006839","GO:BP","mitochondrial transport",16178,2537,"GO:0006810"
"5306","down",FALSE,0.140526319753591,264,451,17,0.0376940133037694,0.0643939393939394,"REAC:R-HSA-5673001","REAC","RAF/MAP kinase cascade",10842,1790,"REAC:R-HSA-5684996"
"646","down",FALSE,0.140927771321291,262,554,16,0.0288808664259928,0.0610687022900763,"GO:0051054","GO:BP","positive regulation of DNA metabolic process",16178,13903,"GO:0006259, GO:0010604, GO:0045935, GO:0051052"
"647","down",FALSE,0.142016719307207,17,554,3,0.00541516245487365,0.176470588235294,"GO:0009110","GO:BP","vitamin biosynthetic process",16178,3316,"GO:0006766, GO:0044249, GO:0044283"
"648","down",FALSE,0.142016719307207,17,554,3,0.00541516245487365,0.176470588235294,"GO:0071816","GO:BP","tail-anchored membrane protein insertion into ER membrane",16178,17431,"GO:0045048"
"649","down",FALSE,0.142016719307207,17,554,3,0.00541516245487365,0.176470588235294,"GO:0060382","GO:BP","regulation of DNA strand elongation",16178,15058,"GO:0022616, GO:0051052"
"650","down",FALSE,0.142016719307207,17,554,3,0.00541516245487365,0.176470588235294,"GO:0042772","GO:BP","DNA damage response, signal transduction resulting in transcription",16178,10706,"GO:0042770"
"651","down",FALSE,0.142016719307207,17,554,3,0.00541516245487365,0.176470588235294,"GO:0061620","GO:BP","glycolytic process through glucose-6-phosphate",16178,16079,"GO:0061615"
"652","down",FALSE,0.142016719307207,17,554,3,0.00541516245487365,0.176470588235294,"GO:0061615","GO:BP","glycolytic process through fructose-6-phosphate",16178,16076,"GO:0006096"
"653","down",FALSE,0.142735664645841,117,554,9,0.0162454873646209,0.0769230769230769,"GO:0170033","GO:BP","L-amino acid metabolic process",16178,20783,"GO:1901605"
"5307","down",FALSE,0.14374396585244,9,451,2,0.00443458980044346,0.222222222222222,"REAC:R-HSA-113507","REAC","E2F-enabled inhibition of pre-replication complex formation",10842,783,"REAC:R-HSA-113510"
"5308","down",FALSE,0.14374396585244,98,451,8,0.0177383592017738,0.0816326530612245,"REAC:R-HSA-391251","REAC","Protein folding",10842,1761,"REAC:R-HSA-392499"
"5309","down",FALSE,0.14374396585244,34,451,4,0.00886917960088692,0.117647058823529,"REAC:R-HSA-5579029","REAC","Metabolic disorders of biological oxidation enzymes",10842,1371,"REAC:R-HSA-5668914"
"5310","down",FALSE,0.14374396585244,9,451,2,0.00443458980044346,0.222222222222222,"REAC:R-HSA-167590","REAC","Nef Mediated CD4 Down-regulation",10842,1512,"REAC:R-HSA-164938"
"5311","down",FALSE,0.14374396585244,34,451,4,0.00886917960088692,0.117647058823529,"REAC:R-HSA-176033","REAC","Interactions of Vpr with host cellular proteins",10842,1189,"REAC:R-HSA-162909"
"5312","down",FALSE,0.14374396585244,9,451,2,0.00443458980044346,0.222222222222222,"REAC:R-HSA-139915","REAC","Activation of PUMA and translocation to mitochondria",10842,90,"REAC:R-HSA-114452"
"5313","down",FALSE,0.14374396585244,9,451,2,0.00443458980044346,0.222222222222222,"REAC:R-HSA-5666185","REAC","RHO GTPases Activate Rhotekin and Rhophilins",10842,1800,"REAC:R-HSA-195258"
"5314","down",FALSE,0.143805232876794,170,451,12,0.0266075388026608,0.0705882352941176,"REAC:R-HSA-3108232","REAC","SUMO E3 ligases SUMOylate target proteins",10842,2095,"REAC:R-HSA-2990846"
"654","down",FALSE,0.145000866764099,137,554,10,0.0180505415162455,0.072992700729927,"GO:0046467","GO:BP","membrane lipid biosynthetic process",16178,12580,"GO:0006643, GO:0008610, GO:0044249"
"6159","down",FALSE,0.145178946618356,23,366,4,0.0109289617486339,0.173913043478261,"WP:WP4224","WP","Purine metabolism and related disorders",8286,370,"WP:000000"
"6160","down",FALSE,0.145178946618356,23,366,4,0.0109289617486339,0.173913043478261,"WP:WP4686","WP","Leucine isoleucine and valine metabolism",8286,491,"WP:000000"
"655","down",FALSE,0.145309334659311,220,554,14,0.0252707581227437,0.0636363636363636,"GO:0006898","GO:BP","receptor-mediated endocytosis",16178,2581,"GO:0006897"
"656","down",FALSE,0.14594812328677,80,554,7,0.0126353790613718,0.0875,"GO:0051101","GO:BP","regulation of DNA binding",16178,13935,"GO:0051098"
"657","down",FALSE,0.147671730863236,264,554,16,0.0288808664259928,0.0606060606060606,"GO:0046394","GO:BP","carboxylic acid biosynthetic process",16178,12522,"GO:0016053, GO:0019752"
"658","down",FALSE,0.147926112865662,46,554,5,0.00902527075812274,0.108695652173913,"GO:0032527","GO:BP","protein exit from endoplasmic reticulum",16178,7897,"GO:0006886"
"659","down",FALSE,0.149551473861491,221,554,14,0.0252707581227437,0.0633484162895928,"GO:0008654","GO:BP","phospholipid biosynthetic process",16178,3262,"GO:0006644, GO:0008610, GO:0090407"
"660","down",FALSE,0.151534003702935,63,554,6,0.0108303249097473,0.0952380952380952,"GO:1901657","GO:BP","glycosyl compound metabolic process",16178,22157,"GO:1901135"
"5315","down",FALSE,0.152049407496896,21,451,3,0.00665188470066519,0.142857142857143,"REAC:R-HSA-70895","REAC","Branched-chain amino acid catabolism",10842,246,"REAC:R-HSA-71291"
"5316","down",FALSE,0.152049407496896,21,451,3,0.00665188470066519,0.142857142857143,"REAC:R-HSA-164938","REAC","Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters",10842,1517,"REAC:R-HSA-164952"
"661","down",FALSE,0.152648042598554,495,554,26,0.0469314079422383,0.0525252525252525,"GO:0019439","GO:BP","aromatic compound catabolic process",16178,5984,"GO:0006725, GO:0044248"
"5317","down",FALSE,0.155014528716123,50,451,5,0.0110864745011086,0.1,"REAC:R-HSA-9675135","REAC","Diseases of DNA repair",10842,732,"REAC:R-HSA-1643685"
"5318","down",FALSE,0.155014528716123,308,451,19,0.0421286031042129,0.0616883116883117,"REAC:R-HSA-5683057","REAC","MAPK family signaling cascades",10842,1310,"REAC:R-HSA-162582"
"5319","down",FALSE,0.155014528716123,35,451,4,0.00886917960088692,0.114285714285714,"REAC:R-HSA-532668","REAC","N-glycan trimming in the ER and Calnexin/Calreticulin cycle",10842,1460,"REAC:R-HSA-446203"
"662","down",FALSE,0.155649331504638,47,554,5,0.00902527075812274,0.106382978723404,"GO:1901224","GO:BP","positive regulation of non-canonical NF-kappaB signal transduction",16178,21824,"GO:0038061, GO:1901222, GO:1902533"
"663","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0009133","GO:BP","nucleoside diphosphate biosynthetic process",16178,3337,"GO:0009132, GO:1901293"
"664","down",FALSE,0.155649331504638,267,554,16,0.0288808664259928,0.0599250936329588,"GO:0016053","GO:BP","organic acid biosynthetic process",16178,5145,"GO:0006082, GO:0044249, GO:0044283, GO:1901576"
"665","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0032383","GO:BP","regulation of intracellular cholesterol transport",16178,7809,"GO:0032367, GO:0032374, GO:0032380"
"666","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:1900223","GO:BP","positive regulation of amyloid-beta clearance",16178,20990,"GO:0051240, GO:0097242, GO:1900221"
"667","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0042182","GO:BP","ketone catabolic process",16178,10355,"GO:0042180, GO:0044248, GO:0044282, GO:1901575"
"668","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0150093","GO:BP","amyloid-beta clearance by transcytosis",16178,20662,"GO:0045056, GO:0097242"
"669","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0032075","GO:BP","positive regulation of nuclease activity",16178,7609,"GO:0032069, GO:0045935, GO:0051345"
"670","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0032380","GO:BP","regulation of intracellular sterol transport",16178,7806,"GO:0032366, GO:0032371, GO:0032377"
"671","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0009138","GO:BP","pyrimidine nucleoside diphosphate metabolic process",16178,3342,"GO:0009132"
"673","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:1903490","GO:BP","positive regulation of mitotic cytokinesis",16178,23635,"GO:0000281, GO:0032467, GO:1902412"
"674","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0098903","GO:BP","regulation of membrane repolarization during action potential",16178,19486,"GO:0060306, GO:0086011, GO:0098900"
"675","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0072396","GO:BP","response to cell cycle checkpoint signaling",16178,17905,"GO:0071216, GO:0071495"
"676","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0072402","GO:BP","response to DNA integrity checkpoint signaling",16178,17908,"GO:0072396"
"677","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0072423","GO:BP","response to DNA damage checkpoint signaling",16178,17912,"GO:0072402"
"678","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0048549","GO:BP","positive regulation of pinocytosis",16178,13254,"GO:0006907, GO:0045807, GO:0048548"
"679","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0002084","GO:BP","protein depalmitoylation",16178,677,"GO:0035601, GO:0042159, GO:0098734"
"680","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:1903361","GO:BP","protein localization to basolateral plasma membrane",16178,23533,"GO:0072657, GO:1990778"
"681","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0051045","GO:BP","negative regulation of membrane protein ectodomain proteolysis",16178,13894,"GO:0006509, GO:0031330, GO:0042177, GO:0045861, GO:0051043"
"682","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0032873","GO:BP","negative regulation of stress-activated MAPK cascade",16178,8149,"GO:0032872, GO:0043409, GO:0051403, GO:0070303"
"683","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0000912","GO:BP","assembly of actomyosin apparatus involved in cytokinesis",16178,247,"GO:0022607, GO:0032506, GO:0061640"
"684","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0036089","GO:BP","cleavage furrow formation",16178,9757,"GO:0032506, GO:0061640, GO:0099024"
"685","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0098734","GO:BP","macromolecule depalmitoylation",16178,19405,"GO:0098732"
"686","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0043589","GO:BP","skin morphogenesis",16178,11150,"GO:0009887, GO:0043588"
"687","down",FALSE,0.155649331504638,7,554,2,0.0036101083032491,0.285714285714286,"GO:0000915","GO:BP","actomyosin contractile ring assembly",16178,250,"GO:0000912, GO:0044837"
"688","down",FALSE,0.156794921893859,18,554,3,0.00541516245487365,0.166666666666667,"GO:1901978","GO:BP","positive regulation of cell cycle checkpoint",16178,22449,"GO:0000075, GO:1901976, GO:1902533"
"689","down",FALSE,0.156794921893859,18,554,3,0.00541516245487365,0.166666666666667,"GO:0032516","GO:BP","positive regulation of phosphoprotein phosphatase activity",16178,7894,"GO:0010922, GO:0035307, GO:0043666"
"690","down",FALSE,0.156794921893859,18,554,3,0.00541516245487365,0.166666666666667,"GO:0019348","GO:BP","dolichol metabolic process",16178,5902,"GO:0016093"
"691","down",FALSE,0.156794921893859,18,554,3,0.00541516245487365,0.166666666666667,"GO:0009083","GO:BP","branched-chain amino acid catabolic process",16178,3293,"GO:0009063, GO:0009081"
"5320","down",FALSE,0.156951058588097,269,451,17,0.0376940133037694,0.0631970260223048,"REAC:R-HSA-5684996","REAC","MAPK1/MAPK3 signaling",10842,1313,"REAC:R-HSA-5683057"
"5321","down",FALSE,0.157507269752136,136,451,10,0.0221729490022173,0.0735294117647059,"REAC:R-HSA-2871837","REAC","FCERI mediated NF-kB activation",10842,865,"REAC:R-HSA-2454202"
"692","down",FALSE,0.161079541033692,32,554,4,0.0072202166064982,0.125,"GO:1900087","GO:BP","positive regulation of G1/S transition of mitotic cell cycle",16178,20876,"GO:0000082, GO:1901992, GO:1902808, GO:2000045"
"693","down",FALSE,0.161079541033692,32,554,4,0.0072202166064982,0.125,"GO:0006270","GO:BP","DNA replication initiation",16178,2106,"GO:0006259, GO:0006261"
"5322","down",FALSE,0.164448065921731,51,451,5,0.0110864745011086,0.0980392156862745,"REAC:R-HSA-9754678","REAC","SARS-CoV-2 modulates host translation machinery",10842,2058,"REAC:R-HSA-9705683"
"694","down",FALSE,0.165442190547932,48,554,5,0.00902527075812274,0.104166666666667,"GO:0031297","GO:BP","replication fork processing",16178,7367,"GO:0045005"
"695","down",FALSE,0.165442190547932,65,554,6,0.0108303249097473,0.0923076923076923,"GO:1902600","GO:BP","proton transmembrane transport",16178,22929,"GO:0098655, GO:0098662"
"696","down",FALSE,0.165442190547932,204,554,13,0.0234657039711191,0.0637254901960784,"GO:0070085","GO:BP","glycosylation",16178,16397,"GO:0008152"
"697","down",FALSE,0.166057538691548,183,554,12,0.0216606498194946,0.0655737704918033,"GO:0043413","GO:BP","macromolecule glycosylation",16178,11035,"GO:0043412, GO:0070085"
"698","down",FALSE,0.166057538691548,183,554,12,0.0216606498194946,0.0655737704918033,"GO:0006486","GO:BP","protein glycosylation",16178,2244,"GO:0009101, GO:0036211, GO:0043413"
"699","down",FALSE,0.166057538691548,183,554,12,0.0216606498194946,0.0655737704918033,"GO:0050817","GO:BP","coagulation",16178,13708,"GO:0032501"
"700","down",FALSE,0.166057538691548,102,554,8,0.0144404332129964,0.0784313725490196,"GO:2000377","GO:BP","regulation of reactive oxygen species metabolic process",16178,26376,"GO:0031323, GO:0072593"
"701","down",FALSE,0.166815004296053,315,554,18,0.0324909747292419,0.0571428571428571,"GO:0016050","GO:BP","vesicle organization",16178,5142,"GO:0006996"
"5323","down",FALSE,0.167757907235287,22,451,3,0.00665188470066519,0.136363636363636,"REAC:R-HSA-3296482","REAC","Defects in vitamin and cofactor metabolism",10842,692,"REAC:R-HSA-5668914"
"5324","down",FALSE,0.167757907235287,22,451,3,0.00665188470066519,0.136363636363636,"REAC:R-HSA-113510","REAC","E2F mediated regulation of DNA replication",10842,782,"REAC:R-HSA-69206"
"5325","down",FALSE,0.169133488436961,102,451,8,0.0177383592017738,0.0784313725490196,"REAC:R-HSA-5578749","REAC","Transcriptional regulation by small RNAs",10842,2480,"REAC:R-HSA-211000"
"5326","down",FALSE,0.169779120816702,10,451,2,0.00443458980044346,0.2,"REAC:R-HSA-111367","REAC","SLBP independent Processing of Histone Pre-mRNAs",10842,2077,"REAC:R-HSA-75067"
"5327","down",FALSE,0.172597471231943,176,451,12,0.0266075388026608,0.0681818181818182,"REAC:R-HSA-2990846","REAC","SUMOylation",10842,2099,"REAC:R-HSA-597592"
"703","down",FALSE,0.173426149840504,456,554,24,0.0433212996389892,0.0526315789473684,"GO:0051604","GO:BP","protein maturation",16178,14276,"GO:0010467, GO:0019538"
"704","down",FALSE,0.174265395329603,66,554,6,0.0108303249097473,0.0909090909090909,"GO:1902807","GO:BP","negative regulation of cell cycle G1/S phase transition",16178,23090,"GO:0044843, GO:1901988, GO:1902806"
"705","down",FALSE,0.174265395329603,66,554,6,0.0108303249097473,0.0909090909090909,"GO:0035304","GO:BP","regulation of protein dephosphorylation",16178,9262,"GO:0006470, GO:0031399, GO:0035303"
"706","down",FALSE,0.174699136379605,33,554,4,0.0072202166064982,0.121212121212121,"GO:0019320","GO:BP","hexose catabolic process",16178,5874,"GO:0019318, GO:0046365"
"707","down",FALSE,0.174699136379605,33,554,4,0.0072202166064982,0.121212121212121,"GO:0045652","GO:BP","regulation of megakaryocyte differentiation",16178,11899,"GO:0030219, GO:0045637"
"708","down",FALSE,0.174699136379605,33,554,4,0.0072202166064982,0.121212121212121,"GO:0000460","GO:BP","maturation of 5.8S rRNA",16178,152,"GO:0006364"
"709","down",FALSE,0.17497952146341,19,554,3,0.00541516245487365,0.157894736842105,"GO:0006007","GO:BP","glucose catabolic process",16178,1895,"GO:0006006, GO:0019320"
"710","down",FALSE,0.17497952146341,19,554,3,0.00541516245487365,0.157894736842105,"GO:2001044","GO:BP","regulation of integrin-mediated signaling pathway",16178,26974,"GO:0007229, GO:0009966"
"711","down",FALSE,0.17497952146341,185,554,12,0.0216606498194946,0.0648648648648649,"GO:0006399","GO:BP","tRNA metabolic process",16178,2184,"GO:0034660"
"712","down",FALSE,0.17497952146341,123,554,9,0.0162454873646209,0.0731707317073171,"GO:0051099","GO:BP","positive regulation of binding",16178,13933,"GO:0044093, GO:0051098"
"713","down",FALSE,0.17497952146341,49,554,5,0.00902527075812274,0.102040816326531,"GO:0070613","GO:BP","regulation of protein processing",16178,16708,"GO:0016485, GO:0030162, GO:1903317"
"714","down",FALSE,0.17497952146341,19,554,3,0.00541516245487365,0.157894736842105,"GO:0030150","GO:BP","protein import into mitochondrial matrix",16178,6921,"GO:0006626, GO:0044743, GO:0072655, GO:0170036"
"715","down",FALSE,0.17497952146341,19,554,3,0.00541516245487365,0.157894736842105,"GO:0051457","GO:BP","maintenance of protein location in nucleus",16178,14173,"GO:0034504, GO:0072595"
"716","down",FALSE,0.17497952146341,19,554,3,0.00541516245487365,0.157894736842105,"GO:0019677","GO:BP","NAD catabolic process",16178,6201,"GO:0006195, GO:0019364, GO:0019674"
"717","down",FALSE,0.17497952146341,185,554,12,0.0216606498194946,0.0648648648648649,"GO:0007599","GO:BP","hemostasis",16178,3092,"GO:0050878"
"718","down",FALSE,0.178846656488684,104,554,8,0.0144404332129964,0.0769230769230769,"GO:0034614","GO:BP","cellular response to reactive oxygen species",16178,8989,"GO:0000302, GO:0034599, GO:1901701"
"720","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:0006228","GO:BP","UTP biosynthetic process",16178,2071,"GO:0009209, GO:0009220, GO:0046051"
"721","down",FALSE,0.182722274867154,35,554,4,0.0072202166064982,0.114285714285714,"GO:0070296","GO:BP","sarcoplasmic reticulum calcium ion transport",16178,16535,"GO:0006816"
"722","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:0016128","GO:BP","phytosteroid metabolic process",16178,5207,"GO:0008202, GO:1901615"
"723","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:0006253","GO:BP","dCTP catabolic process",16178,2092,"GO:0009213, GO:0009223, GO:0046065"
"724","down",FALSE,0.182722274867154,34,554,4,0.0072202166064982,0.117647058823529,"GO:0090505","GO:BP","epiboly involved in wound healing",16178,18855,"GO:0042060, GO:0090504"
"725","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:0090592","GO:BP","DNA synthesis involved in DNA replication",16178,18889,"GO:0006260, GO:0071897"
"726","down",FALSE,0.182722274867154,35,554,4,0.0072202166064982,0.114285714285714,"GO:0090504","GO:BP","epiboly",16178,18854,"GO:0002011"
"727","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:0090144","GO:BP","mitochondrial nucleoid organization",16178,18584,"GO:0090143"
"728","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:0050787","GO:BP","detoxification of mercury ion",16178,13685,"GO:0046689, GO:0061687"
"729","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:0019242","GO:BP","methylglyoxal biosynthetic process",16178,5803,"GO:0009438, GO:0042181, GO:0046184"
"731","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:0140041","GO:BP","cellular detoxification of methylglyoxal",16178,20210,"GO:0097238, GO:0110095"
"732","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:0036528","GO:BP","peptidyl-lysine deglycation",16178,9988,"GO:0018205, GO:0036525"
"733","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:0036529","GO:BP","protein deglycation, glyoxal removal",16178,9989,"GO:0036525, GO:0046295, GO:1903189"
"734","down",FALSE,0.182722274867154,36,554,4,0.0072202166064982,0.111111111111111,"GO:0006901","GO:BP","vesicle coating",16178,2583,"GO:0006900, GO:0016050"
"735","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:0090204","GO:BP","protein localization to nuclear pore",16178,18633,"GO:0090435"
"736","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:0036530","GO:BP","protein deglycation, methylglyoxal removal",16178,9990,"GO:0009438, GO:0019249, GO:0036525"
"737","down",FALSE,0.182722274867154,1,554,1,0.00180505415162455,1,"GO:1903771","GO:BP","positive regulation of beta-galactosidase activity",16178,23865,"GO:0051345"
